Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],,,,,,,,,,,,,,,
Afghanistan,AFG,Land Surface Temperature,EN.LND.LTMP.DC,28.6281367,28.8758897,30.6263973,29.8744306,30.1259055,27.8726262,28.1259446,30.8741594,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,54.75701944,54.75701944,54.75701944,54.75701944,54.75701944,54.75701944,54.75701944,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.545,62.659,63.136,63.016,63.081,63.565,62.575,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,37.2660408,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,"Mammal species, threatened",EN.MAM.THRD.NO,..,..,..,..,11,..,..,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC,0.498224786,0.472363656,0.456554918,0.437608497,0.433917144,0.415126078,0.416246029,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,73.4,70.2,67.2,64.6,62.2,59.9,57.8,55.7,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Net migration,SM.POP.NETM,255611,-281739,-90238,-47090,-47205,-8082,166821,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC,0.155552832,0.149824062,0.145613967,0.147684043,0.127304875,0.123046875,0.124791083,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,"Patent applications, residents",IP.PAT.RESD,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,22.94430071,23.85358955,24.76222018,25.67141724,26.58131454,27.49173411,28.40250515,29.313843,30.03409813,..,,,,,,,,,,,,,,,
Afghanistan,AFG,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,61.86532919,60.59701482,57.20370424,53.35536322,52.80462038,52.41704109,..,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.411068439,-2.56262517,-2.662156105,-2.794973612,-2.753262043,-2.652406931,-2.702631712,-2.518530369,-2.550801754,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.409162003,2.405815764,2.398989555,2.399817582,2.407092974,2.417753839,2.416953015,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,50.16054153,51.75091455,53.10428376,54.64854116,56.24823145,57.90825169,59.75228064,61.48055441,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,54.5,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,21.7,22.3,23,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,20.7,21.3,21.8,22.7,24,26.9,28.8,30.1,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Proportion of bodies of water with good ambient water quality,EN.H2O.BDYS.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,27.71084337,27.71084337,27.71084337,27.71084337,..,27.86885246,27.01612903,27.01612903,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,23.74906451,25.37573253,27.1029295,28.93696494,27.83257798,26.58172994,24.68623011,21.84098194,7.345373683,6.985357949,,,,,,,,,,,,,,,
Afghanistan,AFG,Regulatory Quality: Estimate,RQ.EST,-1.124133706,-1.018826246,-1.339695096,-1.369762778,-1.138203621,-1.113777995,-1.389163017,-1.311682105,-1.27180624,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,85.32354903,86.05011125,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,18.93,17.53,19.92,19.21,17.96,18.51,17.58,17.86,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Rule of Law: Estimate,RL.EST,-1.437044501,-1.515202641,-1.520713925,-1.583736897,-1.688586712,-1.741318822,-1.831374288,-1.87635684,-1.658442259,..,,,,,,,,,,,,,,,
Afghanistan,AFG,"School enrollment, primary (% gross)",SE.PRM.ENRR,109.1155167,106.1824188,106.1502838,106.1299973,107.7805328,110.0075073,..,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.654020011,0.642329991,0.645669997,0.641690016,0.636020005,..,..,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Scientific and technical journal articles,IP.JRN.ARTC.SC,35.01,21.19,60.99,73.28,87.7,133.29,119.74,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Standardised Precipitation-Evapotranspiration Index,EN.CLC.SPEI.XD,-0.785160549,1.388967842,0.454644803,-1.130415585,-1.594615347,1.196677101,1.303181026,-2.570209825,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,9,9,9,9,10,10,..,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,0.10470704,0.104707035,0.104707035,0.104707035,3.637256595,3.637256595,3.637256595,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Tree Cover Loss (hectares),AG.LND.FRLS.HA,3,0,0,0,26,17,37,26,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.91,9.002,10.092,11.18,11.131,11.082,11.71,12.075,14.1,15.378,,,,,,,,,,,,,,,
Afghanistan,AFG,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,..,24.5,24.4653465,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Afghanistan,AFG,Voice and Accountability: Estimate,VA.EST,-1.135439992,-1.117556691,-1.037788033,-0.990814269,-1.007052064,-1.006574869,-1.077688575,-1.567889929,-1.751587272,..,,,,,,,,,,,,,,,
Albania,ALB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,74.4,76.1,77.6,79,80.2,81.6,82.7,83.7,..,..,,,,,,,,,,,,,,,
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,99.95,99.98,99.89,99.89,100,100,100,100,..,..,,,,,,,,,,,,,,,
Albania,ALB,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,2.436040425,1.232345119,0.72666383,0.891974838,1.063452761,1.075617333,0.498447753,0.80116673,..,..,,,,,,,,,,,,,,,
Albania,ALB,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0.167721931,0.189123682,0.154514017,0.182975791,0.140223142,0.139876104,0.136466261,0.140408155,..,..,,,,,,,,,,,,,,,
Albania,ALB,Agricultural land (% of land area),AG.LND.AGRI.ZS,42.85729927,42.85766423,43.12773723,42.8569708,42.84967153,42.84671533,42.53850365,41.47189781,..,..,,,,,,,,,,,,,,,
Albania,ALB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,19.99018136,19.78021442,19.84999447,19.02212664,18.4294953,18.38933234,19.22522271,18.35812525,18.62282145,..,,,,,,,,,,,,,,,
Albania,ALB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,3.996208178,3.420074349,4.059479554,4.055762082,3.56133829,4.204460967,2.921933086,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)",SI.SPR.PCAP.ZG,..,..,..,..,..,..,2.36,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,..,2.95538162,..,..,..,3.023108283,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,"Children in employment, total (% of children ages 7-14)",SL.TLF.0714.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.795712442,1.665218525,1.590069333,1.880557113,1.85464154,1.749462457,1.544550115,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Coastal protection,EN.CLC.CSTP.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Control of Corruption: Estimate,CC.EST,-0.586141348,-0.544385254,-0.471469223,-0.480890602,-0.545840263,-0.563899636,-0.572924495,-0.576535523,-0.407875538,..,,,,,,,,,,,,,,,
Albania,ALB,Cooling Degree Days,EN.CLC.CDDY.XD,546.41,915.69,713.22,902.21,755.85,875.46,809.79,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Economic and Social Rights Performance Score,SD.ESR.PERF.XQ,2.340072239,2.337730296,2.32899465,2.367102169,2.344448263,..,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,0,0,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,13.7979709,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Energy intensity level of primary energy (MJ/$2017 PPP GDP),EG.EGY.PRIM.PP.KD,2.93,2.69,2.68,2.7,2.59,2.51,2.41,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,808.4558396,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.674,1.613,1.551,1.491,1.44,1.414,1.4,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,96.84,100.07,103.09,103.88,106.02,104,105.72,104.92,105.4,..,,,,,,,,,,,,,,,
Albania,ALB,Forest area (% of land area),AG.LND.FRST.ZS,28.75051095,28.8024635,28.80218978,28.79206204,28.7919708,28.7919708,28.7919708,28.7919708,..,..,,,,,,,,,,,,,,,
Albania,ALB,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,61.42180139,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.774448853,2.218726375,3.314980684,3.80259872,4.019345617,2.087711996,-3.302082039,8.908527818,4.856401652,..,,,,,,,,,,,,,,,
Albania,ALB,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Gini index,SI.POV.GINI,34.6,32.8,33.7,33.1,30.1,30.1,29.4,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Government Effectiveness: Estimate,GE.EST,-0.048918441,0.028239952,0.029821262,0.098735861,0.080650173,-0.062144101,-0.15488033,-0.035360068,0.065062843,..,,,,,,,,,,,,,,,
Albania,ALB,"Government expenditure on education, total (% of government expenditure)",SE.XPD.TOTL.GB.ZS,10.98846054,10.44102383,10.82978725,10.57019043,10.97069645,11.40017986,10.1343832,9.833778381,..,..,,,,,,,,,,,,,,,
Albania,ALB,Heat Index 35,EN.CLC.HEAT.XD,0,0.04,0,0.08,0,0.06,0,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Heating Degree Days,EN.CLC.HDDY.XD,3922.34,4219.7,4093.17,4296.29,3751.35,3978.99,4050.92,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Income share held by lowest 20%,SI.DST.FRST.20,7,7.7,7.3,7.6,7.9,8.5,8.4,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,54.3,56.9,59.6,62.4,65.4,68.55039112,72.23767711,79.32371752,82.61368583,..,,,,,,,,,,,,,,,
Albania,ALB,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,61.926,64.775,66.911,67.665,69.035,70.373,67.363,68.684,71.367,..,,,,,,,,,,,,,,,
Albania,ALB,Land Surface Temperature,EN.LND.LTMP.DC,19.3167489,19.9392779,19.0618451,20.3114606,19.6873912,19.9359187,20.3149516,19.4389756,..,..,,,,,,,,,,,,,,,
Albania,ALB,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,6.460216346,5.528846154,6.5625,6.556490385,5.757211539,6.796875,4.723557692,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.407,78.644,78.86,79.047,79.184,79.282,76.989,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,98.5,..,,,,,,,,,,,,,,,
Albania,ALB,"Mammal species, threatened",EN.MAM.THRD.NO,..,..,..,..,3,..,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Methane emissions (metric tons of CO2 equivalent per capita),EN.ATM.METH.PC,1.068326858,1.077999301,1.075219832,1.060656501,1.049559918,0.99787501,0.948674819,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,9.9,9.6,9.4,9.3,9.3,9.4,9.4,9.5,..,..,,,,,,,,,,,,,,,
Albania,ALB,Net migration,SM.POP.NETM,-14265,-12240,-10887,-9768,-9106,-8889,-9117,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Nitrous oxide emissions (metric tons of CO2 equivalent per capita),EN.ATM.NOXE.PC,0.399006454,0.414240875,0.428673419,0.417441281,0.381457942,0.392879877,0.357731059,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,"Patent applications, residents",IP.PAT.RESD,10,14,20,16,15,4,..,23,..,..,,,,,,,,,,,,,,,
Albania,ALB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,70.56326102,70.59196989,70.61650786,70.63694159,70.65335162,70.66585501,70.67453741,70.70579506,70.73606795,..,,,,,,,,,,,,,,,
Albania,ALB,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,39.37208037,41.58020892,43.81117086,46.06486439,48.34122723,50.48371744,52.5809494,54.45247979,56.34649342,..,,,,,,,,,,,,,,,
Albania,ALB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.94217042,19.54397528,17.81730527,19.01906113,18.82011853,18.63878032,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.485986233,0.341639042,0.337447882,0.37376982,0.366642982,0.11004968,0.088576451,0.196294025,0.114945494,..,,,,,,,,,,,,,,,
Albania,ALB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,13.09814979,13.53343067,13.97133627,14.40114192,14.85033262,15.35055266,15.82211268,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,105.4417518,105.135146,104.9671898,104.8706934,104.6122628,104.1675547,103.5711314,102.6155474,..,..,,,,,,,,,,,,,,,
Albania,ALB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,23.7,23.4,23,21.8,22,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Prevalence of overweight (% of adults),SH.STA.OWAD.ZS,56.3,57,57.7,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,4.4,4.3,4.2,4.2,4.1,4.1,4.1,4.1,..,..,,,,,,,,,,,,,,,
Albania,ALB,Proportion of bodies of water with good ambient water quality,EN.H2O.BDYS.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,20,20.71428571,22.85714286,27.85714286,27.85714286,29.50819672,29.50819672,35.71428571,35.71428571,..,,,,,,,,,,,,,,,
Albania,ALB,Ratio of female to male labor force participation rate (%) (modeled ILO estimate),SL.TLF.CACT.FM.ZS,69.4344526,73.32865169,76.66106943,74.51931743,76.11951375,77.83050148,77.42449068,78.77460375,78.03435818,78.08310298,,,,,,,,,,,,,,,
Albania,ALB,Regulatory Quality: Estimate,RQ.EST,0.279037684,0.174237311,0.186607629,0.22062315,0.256079823,0.272065461,0.221967235,0.175859392,0.159353822,..,,,,,,,,,,,,,,,
Albania,ALB,Renewable electricity output (% of total electricity output),EG.ELC.RNEW.ZS,100,100,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,38.56,38.49,39.44,36.94,37.83,40.11,44.58,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Rule of Law: Estimate,RL.EST,-0.310979843,-0.318997443,-0.32136485,-0.412762374,-0.414187849,-0.425378829,-0.376249194,-0.280372351,-0.165779099,..,,,,,,,,,,,,,,,
Albania,ALB,"School enrollment, primary (% gross)",SE.PRM.ENRR,114.0433197,113.3031387,110.9577332,109.7161636,107.4036789,104.310257,100.6136017,97.60494995,95.60671234,..,,,,,,,,,,,,,,,
Albania,ALB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.976679981,0.982420027,0.993550003,1.004320025,1.01730001,1.018630028,1.023990035,1.025709987,..,..,,,,,,,,,,,,,,,
Albania,ALB,Scientific and technical journal articles,IP.JRN.ARTC.SC,156.68,167.07,170.85,135.3,168.55,191.03,167.16,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Standardised Precipitation-Evapotranspiration Index,EN.CLC.SPEI.XD,1.572763492,-0.636936408,0.043882391,-0.895545346,-1.354968068,0.462827084,-0.973186279,-0.009599546,..,..,,,,,,,,,,,,,,,
Albania,ALB,Strength of legal rights index (0=weak to 12=strong),IC.LGL.CRED.XQ,6,6,6,8,8,8,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,13.14774946,13.52568255,13.52568255,14.17392896,14.17392896,14.17519749,14.17519727,..,,,,,,,,,,,,,,,
Albania,ALB,Tree Cover Loss (hectares),AG.LND.FRLS.HA,1052,284,928,1689,2049,1074,1118,1686,..,..,,,,,,,,,,,,,,,
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.05,17.19,15.42,13.62,12.3,11.47,12.833,12.59,11.629,11.083,,,,,,,,,,,,,,,
Albania,ALB,Unmet need for contraception (% of married women ages 15-49),SP.UWT.TFRT,..,..,..,..,15.2,..,..,..,..,..,,,,,,,,,,,,,,,
Albania,ALB,Voice and Accountability: Estimate,VA.EST,0.1437774,0.157161772,0.170948684,0.203807637,0.188694432,0.141880304,0.086402573,0.085914411,0.139465705,..,,,,,,,,,,,,,,,
Algeria,DZA,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,99.5,99.6,99.6,99.6,99.6,99.7,99.7,99.7,..,..,,,,,,,,,,,,,,,
